Date,State,Dose 1,Dose 2,Total Doses
2021-03-01,Andaman and Nicobar,6581,2556,9137
2021-03-02,Andaman and Nicobar,6912,2589,9501
2021-03-03,Andaman and Nicobar,6912,2589,9501
2021-03-04,Andaman and Nicobar,6912,2589,9501
2021-03-05,Andaman and Nicobar,8392,2727,11119
2021-03-06,Andaman and Nicobar,8977,2865,11842
2021-03-07,Andaman and Nicobar,9187,2865,12052
2021-03-08,Andaman and Nicobar,9890,2998,12888
2021-03-09,Andaman and Nicobar,10433,3037,13470
2021-03-10,Andaman and Nicobar,10749,3048,13797
2021-03-11,Andaman and Nicobar,11228,3060,14288
2021-03-12,Andaman and Nicobar,11729,3145,14874
2021-03-13,Andaman and Nicobar,11921,3282,15203
2021-03-14,Andaman and Nicobar,11921,3282,15203
2021-03-15,Andaman and Nicobar,12157,3426,15583
2021-03-16,Andaman and Nicobar,12632,3562,16194
2021-03-17,Andaman and Nicobar,12632,3562,16194
2021-03-18,Andaman and Nicobar,13102,3969,17071
2021-03-19,Andaman and Nicobar,13517,3989,17506
2021-03-20,Andaman and Nicobar,13785,4347,18132
2021-03-21,Andaman and Nicobar,13785,4347,18132
2021-03-22,Andaman and Nicobar,14161,4829,18990
2021-03-23,Andaman and Nicobar,14751,5001,19752
2021-03-24,Andaman and Nicobar,14934,5068,20002
2021-03-25,Andaman and Nicobar,15377,5295,20672
2021-03-26,Andaman and Nicobar,15639,5352,20991
2021-03-27,Andaman and Nicobar,15989,5372,21361
2021-03-28,Andaman and Nicobar,15989,5372,21361
2021-03-29,Andaman and Nicobar,15989,5372,21361
2021-03-30,Andaman and Nicobar,16480,5608,22088
2021-03-31,Andaman and Nicobar,16480,5608,22088
2021-04-01,Andaman and Nicobar,17208,5666,22874
2021-04-02,Andaman and Nicobar,17669,5198,22867
2021-04-03,Andaman and Nicobar,18190,5242,23432
2021-04-04,Andaman and Nicobar,18833,5243,24076
2021-04-05,Andaman and Nicobar,19927,5290,25217
2021-04-06,Andaman and Nicobar,21509,5341,26850
2021-04-07,Andaman and Nicobar,22919,5350,28269
2021-04-08,Andaman and Nicobar,25396,5403,30799
2021-04-09,Andaman and Nicobar,27698,5519,33217
2021-04-10,Andaman and Nicobar,29877,5570,35447
2021-04-11,Andaman and Nicobar,32059,5612,37671
2021-04-12,Andaman and Nicobar,36572,5713,42285
2021-04-13,Andaman and Nicobar,43069,5832,48901
2021-04-14,Andaman and Nicobar,49657,5941,55598
2021-04-15,Andaman and Nicobar,54819,6079,60898
2021-04-16,Andaman and Nicobar,61411,6323,67734
2021-04-17,Andaman and Nicobar,67540,6568,74108
2021-04-18,Andaman and Nicobar,71357,6879,78236
2021-04-19,Andaman and Nicobar,75722,7363,83085
2021-04-20,Andaman and Nicobar,78989,7937,86926
2021-04-21,Andaman and Nicobar,80901,8171,89072
2021-04-22,Andaman and Nicobar,83377,8600,91977
2021-04-23,Andaman and Nicobar,85201,8965,94166
2021-04-24,Andaman and Nicobar,86810,9299,96109
2021-04-25,Andaman and Nicobar,87865,9527,97392
2021-04-26,Andaman and Nicobar,89290,9819,99109
2021-04-27,Andaman and Nicobar,90471,10117,100588
2021-04-28,Andaman and Nicobar,91394,10376,101770
2021-04-29,Andaman and Nicobar,92417,10581,102998
2021-04-30,Andaman and Nicobar,93493,10881,104374
2021-05-01,Andaman and Nicobar,94050,11113,105163
2021-05-02,Andaman and Nicobar,94126,11160,105286
2021-05-03,Andaman and Nicobar,94599,11604,106203
2021-05-04,Andaman and Nicobar,94939,11941,106880
2021-05-05,Andaman and Nicobar,95314,12442,107756
2021-05-06,Andaman and Nicobar,96017,12812,108829
2021-05-07,Andaman and Nicobar,96702,13166,109868
2021-05-08,Andaman and Nicobar,97202,13455,110657
2021-05-09,Andaman and Nicobar,97284,13456,110740
2021-05-10,Andaman and Nicobar,97829,13805,111634
2021-05-11,Andaman and Nicobar,98215,14015,112230
2021-05-12,Andaman and Nicobar,98564,14245,112809
2021-05-13,Andaman and Nicobar,98828,14618,113446
2021-05-14,Andaman and Nicobar,98837,14618,113455
2021-05-15,Andaman and Nicobar,99084,14910,113994
2021-05-16,Andaman and Nicobar,99085,14921,114006
2021-05-17,Andaman and Nicobar,99514,14926,114440
2021-05-18,Andaman and Nicobar,99792,14929,114721
2021-05-19,Andaman and Nicobar,100295,14941,115236
2021-05-20,Andaman and Nicobar,102026,15149,117175
2021-05-21,Andaman and Nicobar,102792,15151,117943
2021-05-22,Andaman and Nicobar,103602,15152,118754
2021-05-23,Andaman and Nicobar,103987,15152,119139
2021-05-24,Andaman and Nicobar,104438,15152,119590
2021-05-25,Andaman and Nicobar,105123,15154,120277
2021-05-26,Andaman and Nicobar,105932,15154,121086
2021-05-27,Andaman and Nicobar,106543,15157,121700
2021-05-28,Andaman and Nicobar,107301,15162,122463
2021-05-29,Andaman and Nicobar,108314,15166,123480
2021-05-30,Andaman and Nicobar,108556,15166,123722
2021-05-31,Andaman and Nicobar,109084,15181,124265
2021-06-01,Andaman and Nicobar,109815,15186,125001
2021-06-02,Andaman and Nicobar,110314,15190,125504
2021-06-03,Andaman and Nicobar,110997,15198,126195
2021-06-04,Andaman and Nicobar,111498,15206,126704
2021-06-05,Andaman and Nicobar,111961,15222,127183
2021-06-06,Andaman and Nicobar,111969,15222,127191
2021-06-07,Andaman and Nicobar,112476,15250,127726
2021-06-08,Andaman and Nicobar,112875,15276,128151
2021-06-09,Andaman and Nicobar,113196,15287,128483
2021-06-10,Andaman and Nicobar,114083,15300,129383
2021-06-11,Andaman and Nicobar,114829,15319,130148
2021-06-12,Andaman and Nicobar,115686,15348,131034
2021-06-13,Andaman and Nicobar,115688,15348,131036
2021-06-14,Andaman and Nicobar,116624,15368,131992
2021-06-15,Andaman and Nicobar,117533,15390,132923
2021-06-16,Andaman and Nicobar,118493,15413,133906
2021-06-17,Andaman and Nicobar,119426,15442,134868
2021-06-18,Andaman and Nicobar,120356,15460,135816
2021-06-19,Andaman and Nicobar,121196,15497,136693
2021-06-20,Andaman and Nicobar,121198,15497,136695
2021-06-21,Andaman and Nicobar,121956,15520,137476
2021-06-22,Andaman and Nicobar,124713,15556,140269
2021-06-23,Andaman and Nicobar,128612,15591,144203
2021-06-24,Andaman and Nicobar,133497,15772,149269
2021-06-25,Andaman and Nicobar,138286,15846,154132
2021-06-26,Andaman and Nicobar,143336,16301,159637
2021-06-27,Andaman and Nicobar,145019,16306,161325
2021-06-28,Andaman and Nicobar,148504,17435,165939
2021-06-29,Andaman and Nicobar,153048,18542,171590
2021-06-30,Andaman and Nicobar,156470,19823,176293
2021-07-01,Andaman and Nicobar,157304,21198,178502
2021-07-02,Andaman and Nicobar,158335,22887,181222
2021-07-03,Andaman and Nicobar,159330,24773,184103
2021-07-04,Andaman and Nicobar,159342,25173,184515
2021-07-05,Andaman and Nicobar,160298,29266,189564
2021-07-06,Andaman and Nicobar,161401,35088,196489
2021-07-07,Andaman and Nicobar,162375,40529,202904
2021-07-08,Andaman and Nicobar,163284,45356,208640
2021-07-09,Andaman and Nicobar,164079,51673,215752
2021-07-10,Andaman and Nicobar,166120,56520,222640
2021-07-11,Andaman and Nicobar,166343,56716,223059
2021-07-12,Andaman and Nicobar,168329,62169,230498
2021-07-13,Andaman and Nicobar,174389,66257,240646
2021-07-14,Andaman and Nicobar,177014,69670,246684
2021-07-15,Andaman and Nicobar,178777,72480,251257
2021-07-16,Andaman and Nicobar,179882,74953,254835
2021-07-17,Andaman and Nicobar,180673,77199,257872
2021-07-18,Andaman and Nicobar,180805,77305,258110
2021-07-19,Andaman and Nicobar,181725,79542,261267
2021-07-20,Andaman and Nicobar,184157,81542,265699
2021-07-21,Andaman and Nicobar,184160,81594,265754
2021-07-22,Andaman and Nicobar,187006,83658,270664
2021-07-23,Andaman and Nicobar,190153,85236,275389
2021-07-24,Andaman and Nicobar,192718,86477,279195
2021-07-25,Andaman and Nicobar,193281,86558,279839
2021-07-26,Andaman and Nicobar,195082,87884,282966
2021-07-27,Andaman and Nicobar,197991,88866,286857
2021-07-28,Andaman and Nicobar,201244,89557,290801
2021-07-29,Andaman and Nicobar,203975,90223,294198
2021-07-30,Andaman and Nicobar,206031,90865,296896
2021-07-31,Andaman and Nicobar,209696,91562,301258
2021-08-01,Andaman and Nicobar,209744,91633,301377
2021-08-02,Andaman and Nicobar,210578,92157,302735
2021-08-03,Andaman and Nicobar,211569,92591,304160
2021-08-04,Andaman and Nicobar,212573,93164,305737
2021-08-05,Andaman and Nicobar,213457,93559,307016
2021-08-06,Andaman and Nicobar,214334,93845,308179
2021-08-07,Andaman and Nicobar,215022,94251,309273
2021-08-08,Andaman and Nicobar,215077,94272,309349
2021-08-09,Andaman and Nicobar,216053,94601,310654
2021-08-10,Andaman and Nicobar,216987,95049,312036
2021-08-11,Andaman and Nicobar,219316,95494,314810
2021-08-12,Andaman and Nicobar,223763,95987,319750
2021-08-13,Andaman and Nicobar,228316,96507,324823
2021-08-14,Andaman and Nicobar,232709,97287,329996
2021-08-15,Andaman and Nicobar,232929,97305,330234
2021-08-16,Andaman and Nicobar,234616,97814,332430
2021-08-17,Andaman and Nicobar,235835,98337,334172
2021-08-18,Andaman and Nicobar,236656,99260,335916
2021-08-19,Andaman and Nicobar,236726,99292,336018
2021-08-20,Andaman and Nicobar,238192,99659,337851
2021-08-21,Andaman and Nicobar,238494,100155,338649
2021-08-22,Andaman and Nicobar,238632,100172,338804
2021-08-23,Andaman and Nicobar,241644,101276,342920
2021-08-24,Andaman and Nicobar,244623,102072,346695
2021-08-25,Andaman and Nicobar,247534,103030,350564
2021-08-26,Andaman and Nicobar,249788,103491,353279
2021-08-27,Andaman and Nicobar,251619,104010,355629
2021-08-28,Andaman and Nicobar,254259,104835,359094
2021-08-29,Andaman and Nicobar,254459,104851,359310
2021-08-30,Andaman and Nicobar,255805,105042,360847
2021-08-31,Andaman and Nicobar,257495,105802,363297
2021-09-01,Andaman and Nicobar,258946,106378,365324
2021-09-02,Andaman and Nicobar,260237,107011,367248
2021-09-03,Andaman and Nicobar,261134,107514,368648
2021-09-04,Andaman and Nicobar,262154,108224,370378
2021-09-05,Andaman and Nicobar,262193,108239,370432
2021-09-06,Andaman and Nicobar,263057,109226,372283
2021-09-07,Andaman and Nicobar,264215,110115,374330
2021-09-08,Andaman and Nicobar,265589,110961,376550
2021-09-09,Andaman and Nicobar,267126,112124,379250
2021-09-10,Andaman and Nicobar,268265,112802,381067
2021-09-11,Andaman and Nicobar,269519,114036,383555
2021-09-12,Andaman and Nicobar,271358,114406,385764
2021-09-13,Andaman and Nicobar,273062,115236,388298
2021-09-14,Andaman and Nicobar,275024,117136,392160
2021-09-15,Andaman and Nicobar,278794,119491,398285
2021-09-16,Andaman and Nicobar,279634,122039,401673
2021-09-17,Andaman and Nicobar,283549,125000,408549
2021-09-18,Andaman and Nicobar,285173,129797,414970
2021-09-19,Andaman and Nicobar,286313,131393,417706
2021-09-20,Andaman and Nicobar,286761,134854,421615
2021-09-21,Andaman and Nicobar,287185,138962,426147
2021-09-22,Andaman and Nicobar,287532,142453,429985
2021-09-23,Andaman and Nicobar,287854,144530,432384
2021-09-24,Andaman and Nicobar,288184,146201,434385
2021-09-25,Andaman and Nicobar,288494,148044,436538
2021-09-26,Andaman and Nicobar,288523,148108,436631
2021-09-27,Andaman and Nicobar,288878,149622,438500
2021-09-28,Andaman and Nicobar,289147,150661,439808
2021-09-29,Andaman and Nicobar,289464,152144,441608
2021-09-30,Andaman and Nicobar,289728,153214,442942
2021-10-01,Andaman and Nicobar,289982,154279,444261
2021-10-02,Andaman and Nicobar,289999,154338,444337
2021-10-03,Andaman and Nicobar,289999,154348,444347
2021-10-04,Andaman and Nicobar,290292,156997,447289
2021-10-05,Andaman and Nicobar,290554,159221,449775
2021-10-06,Andaman and Nicobar,290847,161573,452420
2021-10-07,Andaman and Nicobar,291053,163437,454490
2021-10-08,Andaman and Nicobar,291239,165062,456301
2021-10-09,Andaman and Nicobar,291407,166657,458064
2021-10-10,Andaman and Nicobar,291428,166748,458176
2021-10-11,Andaman and Nicobar,291679,168154,459833
2021-10-12,Andaman and Nicobar,291867,169979,461846
2021-10-13,Andaman and Nicobar,292067,170712,462779
2021-10-14,Andaman and Nicobar,292202,172247,464449
2021-10-15,Andaman and Nicobar,292209,172364,464573
2021-10-16,Andaman and Nicobar,292321,174797,467118
2021-10-17,Andaman and Nicobar,292322,174806,467128
2021-10-18,Andaman and Nicobar,292528,177543,470071
2021-10-19,Andaman and Nicobar,292666,179962,472628
2021-10-20,Andaman and Nicobar,292669,180118,472787
2021-10-21,Andaman and Nicobar,292802,183786,476588
2021-10-22,Andaman and Nicobar,292988,186655,479643
2021-10-23,Andaman and Nicobar,293112,189393,482505
2021-10-24,Andaman and Nicobar,293117,189517,482634
2021-10-25,Andaman and Nicobar,293347,191929,485276
2021-10-26,Andaman and Nicobar,293512,194041,487553
2021-10-27,Andaman and Nicobar,293644,195689,489333
2021-10-28,Andaman and Nicobar,293776,197310,491086
2021-10-29,Andaman and Nicobar,293904,198731,492635
2021-10-30,Andaman and Nicobar,293998,200144,494142
2021-10-31,Andaman and Nicobar,294001,200157,494158
2021-11-01,Andaman and Nicobar,294097,201270,495367
2021-11-02,Andaman and Nicobar,294178,202129,496307
2021-11-03,Andaman and Nicobar,294270,203174,497444
2021-11-04,Andaman and Nicobar,294270,203183,497453
2021-11-05,Andaman and Nicobar,294362,206396,500758
2021-11-06,Andaman and Nicobar,294452,209534,503986
2021-11-07,Andaman and Nicobar,294452,209849,504301
2021-11-08,Andaman and Nicobar,294601,213314,507915
2021-11-09,Andaman and Nicobar,294740,215713,510453
2021-11-10,Andaman and Nicobar,294862,217525,512387
2021-11-11,Andaman and Nicobar,294951,218960,513911
2021-11-12,Andaman and Nicobar,295044,220676,515720
2021-11-13,Andaman and Nicobar,295162,222472,517634
2021-11-14,Andaman and Nicobar,295193,223032,518225
2021-11-15,Andaman and Nicobar,295336,225610,520946
2021-11-16,Andaman and Nicobar,295452,227948,523400
2021-11-17,Andaman and Nicobar,295585,231022,526607
2021-11-18,Andaman and Nicobar,295689,234217,529906
2021-11-19,Andaman and Nicobar,295693,234611,530304
2021-11-20,Andaman and Nicobar,295826,238109,533935
2021-11-21,Andaman and Nicobar,295833,238383,534216
2021-11-22,Andaman and Nicobar,295986,241171,537157
2021-11-23,Andaman and Nicobar,296097,243735,539832
2021-11-24,Andaman and Nicobar,296217,246256,542473
2021-11-25,Andaman and Nicobar,296307,248373,544680
2021-11-26,Andaman and Nicobar,296412,250649,547061
2021-11-27,Andaman and Nicobar,296556,252588,549144
2021-11-28,Andaman and Nicobar,296571,252792,549363
2021-11-29,Andaman and Nicobar,296748,255179,551927
2021-11-30,Andaman and Nicobar,296844,256731,553575
2021-12-01,Andaman and Nicobar,296964,258561,555525
2021-12-02,Andaman and Nicobar,297052,260441,557493
2021-12-03,Andaman and Nicobar,297145,262211,559356
2021-12-04,Andaman and Nicobar,297305,263854,561159
2021-12-05,Andaman and Nicobar,297333,264286,561619
2021-12-06,Andaman and Nicobar,297479,266699,564178
2021-12-07,Andaman and Nicobar,297612,268810,566422
2021-12-08,Andaman and Nicobar,297752,271107,568859
2021-12-09,Andaman and Nicobar,297867,273150,571017
2021-12-10,Andaman and Nicobar,297957,275131,573088
2021-12-11,Andaman and Nicobar,298072,276925,574997
2021-12-12,Andaman and Nicobar,298094,277390,575484
2021-12-13,Andaman and Nicobar,298237,278762,576999
2021-12-14,Andaman and Nicobar,298323,280068,578391
2021-12-15,Andaman and Nicobar,298414,282976,581390
2021-12-16,Andaman and Nicobar,298525,284050,582575
2021-12-17,Andaman and Nicobar,298632,286319,584951
2021-12-18,Andaman and Nicobar,298736,287206,585942
2021-12-19,Andaman and Nicobar,298784,287414,586198
2021-12-20,Andaman and Nicobar,298884,288410,587294
2021-12-21,Andaman and Nicobar,298965,289175,588140
2021-12-22,Andaman and Nicobar,299049,289843,588892
2021-12-23,Andaman and Nicobar,299108,290392,589500
2021-12-24,Andaman and Nicobar,299192,290956,590148
2021-12-25,Andaman and Nicobar,299193,290960,590153
2021-12-26,Andaman and Nicobar,299193,290965,590158
2021-12-27,Andaman and Nicobar,299288,291582,590870
2021-12-28,Andaman and Nicobar,299393,292205,591598
2021-12-29,Andaman and Nicobar,299462,292612,592074
2021-12-30,Andaman and Nicobar,299571,293205,592776
2021-12-31,Andaman and Nicobar,299624,293588,593212
2022-01-01,Andaman and Nicobar,299647,293782,593429
2022-01-02,Andaman and Nicobar,299647,293783,593430
2022-01-03,Andaman and Nicobar,300117,294269,594386
2022-01-04,Andaman and Nicobar,301091,294659,595750
2022-01-05,Andaman and Nicobar,302335,295046,597381
2022-01-06,Andaman and Nicobar,303014,295445,598459
2022-01-07,Andaman and Nicobar,303740,295713,599453
2022-01-08,Andaman and Nicobar,304322,296223,600545
2022-01-09,Andaman and Nicobar,304444,296302,600746
2022-01-10,Andaman and Nicobar,305014,296716,614623
2022-01-11,Andaman and Nicobar,305539,297081,617024
2022-01-12,Andaman and Nicobar,305835,297275,618530
2022-01-13,Andaman and Nicobar,306089,297555,620051
2022-01-14,Andaman and Nicobar,306136,297567,620322
2022-01-15,Andaman and Nicobar,306395,297927,621961
2022-01-16,Andaman and Nicobar,306450,297942,622132
2022-01-17,Andaman and Nicobar,306628,298244,623159
2022-01-18,Andaman and Nicobar,306806,298534,624078
2022-01-19,Andaman and Nicobar,306931,298781,624856
2022-01-20,Andaman and Nicobar,307021,299011,625448
2022-01-21,Andaman and Nicobar,307089,299217,626049
2022-01-22,Andaman and Nicobar,307962,299423,627463
2022-01-23,Andaman and Nicobar,308443,299435,629219
2022-01-24,Andaman and Nicobar,308537,299621,629971
2022-01-25,Andaman and Nicobar,308617,299859,630503
2022-01-26,Andaman and Nicobar,308623,299865,630523
2022-01-27,Andaman and Nicobar,308670,300012,630991
2022-01-28,Andaman and Nicobar,308715,300128,631418
2022-01-29,Andaman and Nicobar,308786,300279,631845
2022-01-30,Andaman and Nicobar,308792,300281,631861
2022-01-31,Andaman and Nicobar,308865,300580,632939
2022-02-01,Andaman and Nicobar,308964,301118,634828
2022-02-02,Andaman and Nicobar,309053,301895,637458
2021-03-01,Andhra Pradesh,541202,142431,683633
2021-03-02,Andhra Pradesh,554530,144834,699364
2021-03-03,Andhra Pradesh,574200,148401,722601
2021-03-04,Andhra Pradesh,594085,154853,748938
2021-03-05,Andhra Pradesh,619712,166166,785878
2021-03-06,Andhra Pradesh,651309,182716,834025
2021-03-07,Andhra Pradesh,651309,182716,834025
2021-03-08,Andhra Pradesh,686405,195839,882244
2021-03-09,Andhra Pradesh,721786,208374,930160
2021-03-10,Andhra Pradesh,756593,216646,973239
2021-03-11,Andhra Pradesh,763896,217825,981721
2021-03-12,Andhra Pradesh,804344,227582,1031926
2021-03-13,Andhra Pradesh,844903,232910,1077813
2021-03-14,Andhra Pradesh,844903,232910,1077813
2021-03-15,Andhra Pradesh,845404,232991,1078395
2021-03-16,Andhra Pradesh,980819,254463,1235282
2021-03-17,Andhra Pradesh,1049415,266777,1316192
2021-03-18,Andhra Pradesh,1129714,276341,1406055
2021-03-19,Andhra Pradesh,1216366,287421,1503787
2021-03-20,Andhra Pradesh,1312896,298188,1611084
2021-03-21,Andhra Pradesh,1312896,298188,1611084
2021-03-22,Andhra Pradesh,1434145,307733,1741878
2021-03-23,Andhra Pradesh,1533631,316719,1850350
2021-03-24,Andhra Pradesh,1643888,328146,1972034
2021-03-25,Andhra Pradesh,1772829,341152,2113981
2021-03-26,Andhra Pradesh,1865305,353748,2219053
2021-03-27,Andhra Pradesh,1974734,367221,2341955
2021-03-28,Andhra Pradesh,1981486,368793,2350279
2021-03-29,Andhra Pradesh,2035410,372913,2408323
2021-03-30,Andhra Pradesh,2121512,382967,2504479
2021-03-31,Andhra Pradesh,2211816,393353,2605169
2021-04-01,Andhra Pradesh,2328950,406552,2735502
2021-04-02,Andhra Pradesh,2495977,411625,2907602
2021-04-03,Andhra Pradesh,2585721,421747,3007468
2021-04-04,Andhra Pradesh,2627356,426186,3053542
2021-04-05,Andhra Pradesh,2739725,439362,3179087
2021-04-06,Andhra Pradesh,2813650,452961,3266611
2021-04-07,Andhra Pradesh,2924901,465089,3389990
2021-04-08,Andhra Pradesh,3020636,476379,3497015
2021-04-09,Andhra Pradesh,3081189,490044,3571233
2021-04-10,Andhra Pradesh,3284504,522204,3806708
2021-04-11,Andhra Pradesh,3363469,529534,3893003
2021-04-12,Andhra Pradesh,3380467,533252,3913719
2021-04-13,Andhra Pradesh,3383763,534766,3918529
2021-04-14,Andhra Pradesh,3977725,585348,4563073
2021-04-15,Andhra Pradesh,4004003,593574,4597577
2021-04-16,Andhra Pradesh,4007551,596253,4603804
2021-04-17,Andhra Pradesh,4010028,597947,4607975
2021-04-18,Andhra Pradesh,4013148,599876,4613024
2021-04-19,Andhra Pradesh,4140857,616127,4756984
2021-04-20,Andhra Pradesh,4234813,692923,4927736
2021-04-21,Andhra Pradesh,4257224,711280,4968504
2021-04-22,Andhra Pradesh,4337751,992329,5330080
2021-04-23,Andhra Pradesh,4464815,1090199,5555014
2021-04-24,Andhra Pradesh,4543673,1126695,5670368
2021-04-25,Andhra Pradesh,4547958,1130670,5678628
2021-04-26,Andhra Pradesh,4762101,1224721,5986822
2021-04-27,Andhra Pradesh,4904196,1273778,6177974
2021-04-28,Andhra Pradesh,4955417,1327070,6282487
2021-04-29,Andhra Pradesh,4988520,1365533,6354053
2021-04-30,Andhra Pradesh,5112553,1467264,6579817
2021-05-01,Andhra Pradesh,5178514,1521734,6700248
2021-05-02,Andhra Pradesh,5176374,1519932,6696306
2021-05-03,Andhra Pradesh,5192245,1536793,6729038
2021-05-04,Andhra Pradesh,5198955,1543745,6742700
2021-05-05,Andhra Pradesh,5242484,1673973,6916457
2021-05-06,Andhra Pradesh,5275927,1794315,7070242
2021-05-07,Andhra Pradesh,5305880,1861719,7167599
2021-05-08,Andhra Pradesh,5321023,1973448,7294471
2021-05-09,Andhra Pradesh,5326721,1981496,7308217
2021-05-10,Andhra Pradesh,5327494,1982726,7310220
2021-05-11,Andhra Pradesh,5328552,2011929,7340481
2021-05-12,Andhra Pradesh,5330276,2043245,7373521
2021-05-13,Andhra Pradesh,5332845,2080601,7413446
2021-05-14,Andhra Pradesh,5333983,2094993,7428976
2021-05-15,Andhra Pradesh,5336834,2165691,7502525
2021-05-16,Andhra Pradesh,5337775,2175256,7513031
2021-05-17,Andhra Pradesh,5344541,2224905,7569446
2021-05-18,Andhra Pradesh,5349866,2279714,7629580
2021-05-19,Andhra Pradesh,5356609,2303986,7660595
2021-05-20,Andhra Pradesh,5539622,2317398,7857020
2021-05-21,Andhra Pradesh,5548611,2339645,7888256
2021-05-22,Andhra Pradesh,5558500,2347240,7905740
2021-05-23,Andhra Pradesh,5565294,2349884,7915178
2021-05-24,Andhra Pradesh,5657588,2365953,8023541
2021-05-25,Andhra Pradesh,5781754,2374331,8156085
2021-05-26,Andhra Pradesh,6076647,2383116,8459763
2021-05-27,Andhra Pradesh,6646051,2394589,9040640
2021-05-28,Andhra Pradesh,7075808,2412785,9488593
2021-05-29,Andhra Pradesh,7270166,2481682,9751848
2021-05-30,Andhra Pradesh,7282314,2484464,9766778
2021-05-31,Andhra Pradesh,7350968,2512379,9863347
2021-06-01,Andhra Pradesh,7543454,2529929,10073383
2021-06-02,Andhra Pradesh,7678110,2547794,10225904
2021-06-03,Andhra Pradesh,7783529,2554317,10337846
2021-06-04,Andhra Pradesh,8128796,2567253,10696049
2021-06-05,Andhra Pradesh,8215573,2572432,10788005
2021-06-06,Andhra Pradesh,8275784,2576273,10852057
2021-06-07,Andhra Pradesh,8408633,2583684,10992317
2021-06-08,Andhra Pradesh,8449909,2587502,11037411
2021-06-09,Andhra Pradesh,8627811,2596769,11224580
2021-06-10,Andhra Pradesh,8875588,2604950,11480538
2021-06-11,Andhra Pradesh,9066361,2610233,11676594
2021-06-12,Andhra Pradesh,9231093,2619733,11850826
2021-06-13,Andhra Pradesh,9306916,2622690,11929606
2021-06-14,Andhra Pradesh,9668857,2635559,12304416
2021-06-15,Andhra Pradesh,9748174,2640218,12388392
2021-06-16,Andhra Pradesh,9776531,2643539,12420070
2021-06-17,Andhra Pradesh,9797330,2645044,12442374
2021-06-18,Andhra Pradesh,9816779,2648335,12465114
2021-06-19,Andhra Pradesh,9841709,2651619,12493328
2021-06-20,Andhra Pradesh,11194260,2738608,13932868
2021-06-21,Andhra Pradesh,11250631,2744859,13995490
2021-06-22,Andhra Pradesh,11288086,2750996,14039082
2021-06-23,Andhra Pradesh,11315609,2758924,14074533
2021-06-24,Andhra Pradesh,11534623,2816697,14351320
2021-06-25,Andhra Pradesh,11681705,2844212,14525917
2021-06-26,Andhra Pradesh,11921156,2906639,14827795
2021-06-27,Andhra Pradesh,11958636,2910171,14868807
2021-06-28,Andhra Pradesh,12120128,2974695,15094823
2021-06-29,Andhra Pradesh,12347245,3042318,15389563
2021-06-30,Andhra Pradesh,12588369,3116201,15704570
2021-07-01,Andhra Pradesh,12805548,3180380,15985928
2021-07-02,Andhra Pradesh,13099421,3233212,16332633
2021-07-03,Andhra Pradesh,13172967,3268484,16441451
2021-07-04,Andhra Pradesh,13188396,3271472,16459868
2021-07-05,Andhra Pradesh,13264680,3317584,16582264
2021-07-06,Andhra Pradesh,13298619,3335328,16633947
2021-07-07,Andhra Pradesh,13322361,3354510,16676871
2021-07-08,Andhra Pradesh,13347424,3368492,16715916
2021-07-09,Andhra Pradesh,13372991,3379662,16752653
2021-07-10,Andhra Pradesh,13472776,3473215,16945991
2021-07-11,Andhra Pradesh,13530304,3524470,17054774
2021-07-12,Andhra Pradesh,13680584,3677411,17357995
2021-07-13,Andhra Pradesh,14063743,3772529,17836272
2021-07-14,Andhra Pradesh,14191226,3849058,18040284
2021-07-15,Andhra Pradesh,14242468,3887767,18130235
2021-07-16,Andhra Pradesh,14395900,3996596,18392496
2021-07-17,Andhra Pradesh,14507827,4118077,18625904
2021-07-18,Andhra Pradesh,14513707,4135345,18649052
2021-07-19,Andhra Pradesh,14559253,4238908,18798161
2021-07-20,Andhra Pradesh,14668538,4368048,19036586
2021-07-21,Andhra Pradesh,14739442,4415446,19154888
2021-07-22,Andhra Pradesh,14818865,4506214,19325079
2021-07-23,Andhra Pradesh,14871913,4601809,19473722
2021-07-24,Andhra Pradesh,14910383,4655273,19565656
2021-07-25,Andhra Pradesh,14913422,4657465,19570887
2021-07-26,Andhra Pradesh,15735873,5021246,20757119
2021-07-27,Andhra Pradesh,15829492,5099053,20928545
2021-07-28,Andhra Pradesh,15860970,5164652,21025622
2021-07-29,Andhra Pradesh,15906353,5267794,21174147
2021-07-30,Andhra Pradesh,15950895,5463942,21414837
2021-07-31,Andhra Pradesh,16286343,5574356,21860699
2021-08-01,Andhra Pradesh,16301408,5586517,21887925
2021-08-02,Andhra Pradesh,16571130,5733624,22304754
2021-08-03,Andhra Pradesh,16676939,5800487,22477426
2021-08-04,Andhra Pradesh,16786413,5864146,22650559
2021-08-05,Andhra Pradesh,16890073,5933974,22824047
2021-08-06,Andhra Pradesh,17319963,6070806,23390769
2021-08-07,Andhra Pradesh,17479763,6141743,23621506
2021-08-08,Andhra Pradesh,17533276,6167861,23701137
2021-08-09,Andhra Pradesh,17633289,6216600,23849889
2021-08-10,Andhra Pradesh,17826178,6298023,24124201
2021-08-11,Andhra Pradesh,17895337,6338816,24234153
2021-08-12,Andhra Pradesh,17974583,6363489,24338072
2021-08-13,Andhra Pradesh,18354335,6444730,24799065
2021-08-14,Andhra Pradesh,18516430,6485355,25001785
2021-08-15,Andhra Pradesh,18556609,6502401,25059010
2021-08-16,Andhra Pradesh,18769214,6582154,25351368
